Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Phagocytic Vesicle Membrane (GO:0030670)	3/48	0.012914397373668859	0.10241409286787148	0	0	6.5509121061359865	28.49261909572259	SEC14L3;CYBB;ATP6V0D2
Multivesicular Body (GO:0005771)	3/49	0.013655212382382865	0.10241409286787148	0	0	6.408176508760545	27.514364348420884	NAPSA;SFTPC;SFTPA1
Endocytic Vesicle (GO:0030139)	6/201	0.017296422750444705	0.11959019637546033	0	0	3.045998445998446	12.358394180400143	COLEC12;CD163;SPARC;SFTPC;CD36;SFTPA1
Tertiary Granule Lumen (GO:1904724)	3/54	0.017717066129697825	0.11959019637546033	0	0	5.778460637986538	23.305842977102646	CHIT1;PTX3;LTF
Endocytic Vesicle Lumen (GO:0071682)	2/21	0.01914082790380087	0.12304817938157703	0	0	10.3058884835852	40.76939031744604	SPARC;LTF
Cilium (GO:0005929)	9/402	0.02258699236935742	0.1386019986301478	0	0	2.2786846741045212	8.637083315386231	FANK1;ADH1C;DNAH5;ERICH3;DAW1;ROPN1L;LPAR3;PROM1;DNAI1
Specific Granule Lumen (GO:0035580)	3/61	0.02441523562157777	0.14330681777882603	0	0	5.0792588780236745	18.85699203773558	CHIT1;PTX3;LTF
Acrosomal Vesicle (GO:0001669)	3/72	0.03732511690788735	0.20995378260686634	0	0	4.267142548128921	14.030743635020325	SPAG17;SPAG6;ENKUR
Secretory Granule Lumen (GO:0034774)	7/316	0.04380543772291604	0.23654936370374666	0	0	2.2408785504246547	7.009462101026577	CHIT1;SERPINB3;FCN1;SPARC;TIMP3;PTX3;LTF
9+2 Motile Cilium (GO:0097729)	4/140	0.05535294711267685	0.2811578338368414	0	0	2.8911764705882352	8.367138072984039	MORN5;DNAH5;TEKT1;ENKUR
Motile Cilium (GO:0031514)	3/85	0.056231566767368284	0.2811578338368414	0	0	3.588278121587186	10.32805836370503	DNAH5;ROPN1L;ENKUR
Brush Border Membrane (GO:0031526)	2/40	0.06271622028283748	0.294274393319022	0	0	5.147993746743095	14.255490529283259	ITLN1;CD36
Cytoplasmic Vesicle Membrane (GO:0030659)	8/415	0.06321449930556769	0.294274393319022	0	0	1.944441658727373	5.369034278365185	MMP12;COLEC12;CD163;MRC1;AP1S2;LY96;CD36;ATP6V0D2
Bounding Membrane of Organelle (GO:0098588)	14/881	0.06764315967222193	0.30439421852499865	0	0	1.6087294360468645	4.333127283684754	COLEC12;CHST9;CD163;LY96;HS3ST6;RYR3;HS3ST2;MMP12;SEC14L3;MRC1;AP1S2;FAM20C;CD36;ATP6V0D2
Endoplasmic Reticulum Lumen (GO:0005788)	6/289	0.07626866641734957	0.3321377408497481	0	0	2.0894100010707786	5.377082195714335	COL3A1;COL15A1;COL6A2;FAM20C;CP;SLC27A2
Vesicle (GO:0031982)	5/230	0.0870319093762759	0.36065032183864476	0	0	2.1854829704075933	5.3358139529049735	SERPINB3;PACRG;MUC16;COL6A2;PROM1
Low-Density Lipoprotein Particle (GO:0034362)	1/9	0.0881589675605576	0.36065032183864476	0	0	12.18472906403941	29.59199926092177	PLA2G7
AP-1 Adaptor Complex (GO:0030121)	1/11	0.10667437520831993	0.421252736226804	0	0	9.74679802955665	21.81308356459046	AP1S2
Early Endosome (GO:0005769)	6/320	0.11011622529500424	0.421252736226804	0	0	1.8801389693109438	4.1479980862308805	MMP12;OSBPL6;AP1S2;ATP6V0D2;TMEM163;LTF
Serine-Type Endopeptidase Complex (GO:1905370)	1/12	0.11579129625858678	0.421252736226804	0	0	8.860277653381102	19.102456294823007	FCN1
Serine-Type Peptidase Complex (GO:1905286)	1/12	0.11579129625858678	0.421252736226804	0	0	8.860277653381102	19.102456294823007	FCN1
CatSper Complex (GO:0036128)	1/13	0.12481562554868265	0.421252736226804	0	0	8.12151067323481	16.900194711039827	CATSPERD
Platelet Dense Granule Lumen (GO:0031089)	1/13	0.12481562554868265	0.421252736226804	0	0	8.12151067323481	16.900194711039827	TIMP3
Clathrin Coat of trans-Golgi Network Vesicle (GO:0030130)	1/13	0.12481562554868265	0.421252736226804	0	0	8.12151067323481	16.900194711039827	AP1S2
Extracellular Vesicle (GO:1903561)	2/62	0.13184349398019252	0.4277707267366283	0	0	3.2567656765676567	6.598662268350372	COL6A2;PROM1
Endopeptidase Complex (GO:1905369)	1/14	0.13374829876775887	0.4277707267366283	0	0	7.496400151572566	15.08122493657931	FCN1
Sperm Flagellum (GO:0036126)	3/126	0.13812531605384884	0.4277707267366283	0	0	2.387210290013348	4.725706972386716	MORN5;TEKT1;ENKUR
Intracellular Organelle Lumen (GO:0070013)	13/912	0.14113205077716895	0.4277707267366283	0	0	1.430682142461956	2.8013604694419074	FCN1;COL15A1;SPARC;MUC16;MUC5B;CP;CHIT1;COL3A1;COL6A2;FAM20C;PTX3;SLC27A2;LTF
NADPH Oxidase Complex (GO:0043020)	1/15	0.14259024224554276	0.4277707267366283	0	0	6.960591133004926	13.557701594688005	CYBB
Axonal Growth Cone (GO:0044295)	1/16	0.15134237294018343	0.44415696406358185	0	0	6.496223316912972	12.266237975819138	KIF21A
Proton-Transporting V-type ATPase Complex (GO:0033176)	1/17	0.16000559865978323	0.45959054934193055	0	0	6.0899014778325125	11.160027472516946	ATP6V0D2
GABA-A Receptor Complex (GO:1902711)	1/18	0.16858081808691658	0.4687118492592162	0	0	5.731382208055636	10.203809066850313	GABRP
High-Density Lipoprotein Particle (GO:0034364)	1/19	0.17706892083125947	0.4687118492592162	0	0	5.412698412698413	9.37055138871512	PLA2G7
Platelet Dense Granule (GO:0042827)	1/19	0.17706892083125947	0.4687118492592162	0	0	5.412698412698413	9.37055138871512	TIMP3
Smooth Endoplasmic Reticulum (GO:0005790)	1/19	0.17706892083125947	0.4687118492592162	0	0	5.412698412698413	9.37055138871512	RYR3
Clathrin Adaptor Complex (GO:0030131)	1/20	0.18547078755879814	0.48151069846995675	0	0	5.12756028001037	8.639210388089602	AP1S2
Bicellular Tight Junction (GO:0005923)	2/81	0.20019131363271056	0.5097696741655638	0	0	2.471111668128838	3.974738147635628	CLDN8;FRMPD2
Clathrin-Coated Endocytic Vesicle (GO:0045334)	2/82	0.20390786966622554	0.5097696741655638	0	0	2.4400990099009903	3.879969730050742	SFTPC;SFTPA1
Clathrin-Coated Vesicle (GO:0030136)	2/84	0.2113636199843776	0.5155106674623676	0	0	2.3803429123400144	3.6994701866732984	SFTPC;SFTPA1
Microtubule Cytoskeleton (GO:0015630)	6/393	0.2138414620584636	0.5155106674623676	0	0	1.5197713569806592	2.3442782759065697	ANKFN1;TUBB6;SPAG6;AGBL2;TEKT1;KIF21A
Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471)	1/25	0.22621679031560463	0.5357766086422214	0	0	4.058292282430213	6.031683535803371	ATP6V0D2
Platelet Alpha Granule (GO:0031091)	2/90	0.2338742900222665	0.5443625716035513	0	0	2.217371737173717	3.221778005777338	SPARC;CD36
Tight Junction (GO:0070160)	2/96	0.25651820496119415	0.5869484350806985	0	0	2.0752053928797136	2.8234324063846814	CLDN8;FRMPD2
Cation-Transporting ATPase Complex (GO:0090533)	1/30	0.26493400629788744	0.5928045680103903	0	0	3.3577373874639034	4.459997006035752	ATP12A
Golgi Lumen (GO:0005796)	2/99	0.2678598418417319	0.5928045680103903	0	0	2.010717566602021	2.648700985407327	MUC16;MUC5B
Sarcoplasmic Reticulum Membrane (GO:0033017)	1/31	0.2724429315611231	0.5932225122701873	0	0	3.245648604269294	4.220401631400859	RYR3
Endoplasmic Reticulum Membrane (GO:0005789)	11/872	0.27792335047808026	0.5955500367387434	0	0	1.2534226378533215	1.6048947807301308	SEC14L3;OSBPL6;SFTPC;TMPRSS3;CYP1A1;CYP1B1;CYBB;SFTPA1;CYP2F1;SLC27A2;RYR3
Apical Junction Complex (GO:0043296)	2/107	0.29806858580424994	0.6081739323622853	0	0	1.8567656765676568	2.247487969871468	CLDN8;FRMPD2
Cell Projection Membrane (GO:0031253)	2/107	0.29806858580424994	0.6081739323622853	0	0	1.8567656765676568	2.247487969871468	ITLN1;CD36
Non-Motile Cilium (GO:0097730)	1/35	0.3017229770910228	0.6081739323622853	0	0	2.8632280498406257	3.4308514918973034	ERICH3
trans-Golgi Network Membrane (GO:0032588)	2/108	0.30183447013535647	0.6081739323622853	0	0	1.839155613674575	2.2030813336223765	AKR1B10;AP1S2
Cytoplasmic Side of Plasma Membrane (GO:0009898)	2/113	0.3206065087065256	0.6361011177925106	0	0	1.7558647756667558	1.9973677116347557	ALOX15;PTPN3
Keratin Filament (GO:0045095)	1/39	0.3298302092257462	0.6361011177925106	0	0	2.5613170858179934	2.840954704195769	KRT5
Voltage-Gated Calcium Channel Complex (GO:0005891)	1/39	0.3298302092257462	0.6361011177925106	0	0	2.5613170858179934	2.840954704195769	CATSPERD
Early Endosome Membrane (GO:0031901)	2/124	0.3614229254253939	0.6872126046820869	0	0	1.5966563869501704	1.624927531838302	OSBPL6;TMEM163
Endosome Membrane (GO:0010008)	5/392	0.3708166857579045	0.695281285796071	0	0	1.260111929154818	1.250090822196557	OSBPL6;MRC1;LY96;ATP6V0D2;TMEM163
Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307)	1/47	0.38271139744846433	0.7077539541855162	0	0	2.115013921610623	2.03141610408811	CCNO
Sarcoplasmic Reticulum (GO:0016529)	1/48	0.38902256101362515	0.7081224142030909	0	0	2.069908814589666	1.9542380451512489	RYR3
Basement Membrane (GO:0005604)	1/50	0.4014529010595411	0.7081224142030909	0	0	1.9852216748768472	1.8118424588650803	COL15A1
Calcium Channel Complex (GO:0034704)	1/51	0.40757337122395215	0.7081224142030909	0	0	1.9454187192118226	1.7460800486363166	RYR3
Sarcolemma (GO:0042383)	1/52	0.4136315597305962	0.7081224142030909	0	0	1.9071766637689558	1.6836167548650114	RYR3
Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116)	1/52	0.4136315597305962	0.7081224142030909	0	0	1.9071766637689558	1.6836167548650114	SEC14L3
Microbody Membrane (GO:0031903)	1/53	0.41962809730553535	0.7081224142030909	0	0	1.8704054566123531	1.6242347406533706	SLC27A2
Peroxisomal Membrane (GO:0005778)	1/53	0.41962809730553535	0.7081224142030909	0	0	1.8704054566123531	1.6242347406533706	SLC27A2
Cation Channel Complex (GO:0034703)	1/56	0.4372540163040096	0.7198694170858695	0	0	1.768114643976713	1.462656890399588	RYR3
Vacuolar Membrane (GO:0005774)	1/56	0.4372540163040096	0.7198694170858695	0	0	1.768114643976713	1.462656890399588	ATP6V0D2
Microvillus (GO:0005902)	1/58	0.4487076537970958	0.7211373007453326	0	0	1.7059026877538674	1.3670826221326327	PROM1
SCF Ubiquitin Ligase Complex (GO:0019005)	1/58	0.4487076537970958	0.7211373007453326	0	0	1.7059026877538674	1.3670826221326327	DAW1
Extracellular Membrane-Bounded Organelle (GO:0065010)	1/59	0.4543471786460327	0.7216102249084049	0	0	1.6764056395447597	1.3225057848311041	COL6A2
Caveola (GO:0005901)	1/62	0.47092361025188306	0.7341890326412797	0	0	1.5937171929257854	1.2001636882459743	CD36
trans-Golgi Network (GO:0005802)	3/251	0.47314404325771353	0.7341890326412797	0	0	1.1764564275397207	0.8804075270612471	MMP12;AKR1B10;AP1S2
Platelet Alpha Granule Lumen (GO:0031093)	1/66	0.49224851847187423	0.7538820012807335	0	0	1.4953391436150056	1.0598538742581958	SPARC
Exocytic Vesicle Membrane (GO:0099501)	1/67	0.49744471908584614	0.7538820012807335	0	0	1.4726078519181967	1.0282791305452124	TMEM163
Synaptic Vesicle Membrane (GO:0030672)	1/68	0.5025880008538223	0.7538820012807335	0	0	1.450555106242188	0.9979594705476131	TMEM163
Intermediate Filament (GO:0005882)	1/71	0.5177056697987945	0.7669211856943906	0	0	1.3881773399014778	0.9139043351296697	KRT5
Serine/Threonine Protein Kinase Complex (GO:1902554)	1/72	0.5226425858065477	0.7669211856943906	0	0	1.3685561645736488	0.8879978506396441	CCNO
Golgi Membrane (GO:0000139)	5/476	0.5363781162471116	0.775161055356053	0	0	1.0308975877263173	0.6421625253234959	CHST9;AP1S2;FAM20C;HS3ST6;HS3ST2
Polymeric Cytoskeletal Fiber (GO:0099513)	3/280	0.5462216115915701	0.775161055356053	0	0	1.0517269249420766	0.636011352916496	TUBB6;KIF21A;KRT5
Vesicle Membrane (GO:0012506)	1/77	0.546582923190177	0.775161055356053	0	0	1.2781954887218046	0.7721185874812032	AP1S2
Intermediate Filament Cytoskeleton (GO:0045111)	1/78	0.5512256393643044	0.775161055356053	0	0	1.2615315718763995	0.7513821376074742	KRT5
Cytoskeleton (GO:0005856)	7/694	0.565576255145822	0.7871422107699584	0	0	0.9883551673944687	0.5632736387273823	TUBB6;SPAG6;KRT15;AGBL2;TEKT1;ATP12A;DNAI1
Microtubule (GO:0005874)	2/194	0.5908949655405661	0.8010129555565635	0	0	1.0109323432343233	0.5318686922848505	TUBB6;KIF21A
Lipid Droplet (GO:0005811)	1/88	0.5951284313607962	0.8010129555565635	0	0	1.1159617235717116	0.5791596343779737	ALOX15
Actin-Based Cell Projection (GO:0098858)	1/88	0.5951284313607962	0.8010129555565635	0	0	1.1159617235717116	0.5791596343779737	PROM1
Azurophil Granule Lumen (GO:0035578)	1/89	0.5992763593423178	0.8010129555565635	0	0	1.1032243618450515	0.5648866391518002	SERPINB3
Basolateral Plasma Membrane (GO:0016323)	2/200	0.607505270072967	0.8040510927436327	0	0	0.97999799979998	0.4884255433235287	SLC23A1;FRMPD2
Lytic Vacuole Membrane (GO:0098852)	3/314	0.6239419467944713	0.8177879885170256	0	0	0.9351154196861352	0.4410920254730225	AP1S2;ATP6V0D2;CP
Lysosome (GO:0005764)	5/532	0.6351119788790204	0.8244242033525746	0	0	0.9186825970459508	0.4170395945933971	NAPSA;AKR1B10;AP1S2;ATP6V0D2;CP
Spindle (GO:0005819)	2/227	0.6759303798944001	0.8690533455785144	0	0	0.8612101210121013	0.3373060313297376	ANKFN1;TUBB6
Lytic Vacuole (GO:0000323)	2/236	0.6964886402231555	0.8788735271070057	0	0	0.8277058475078277	0.29938434676412246	NAPSA;AKR1B10
Cytoplasmic Vesicle Lumen (GO:0060205)	1/117	0.6997185798066738	0.8788735271070057	0	0	0.8357397655851877	0.2984234930895692	FCN1
Nuclear Membrane (GO:0031965)	2/239	0.7030988216856046	0.8788735271070057	0	0	0.8171032293102728	0.28783100689899577	OSBPL6;CLCA2
Ficolin-1-Rich Granule Lumen (GO:1904813)	1/123	0.7177383510950146	0.8889419944754767	0	0	0.7943955422757005	0.26346143242392106	FCN1
Peroxisome (GO:0005777)	1/134	0.7480252779403221	0.9141868097998959	0	0	0.7282862328234379	0.21143497217581325	SLC27A2
Lysosomal Membrane (GO:0005765)	3/383	0.7522038912271604	0.9141868097998959	0	0	0.7626080125687352	0.21715099946885183	AP1S2;ATP6V0D2;CP
Focal Adhesion (GO:0005925)	3/387	0.7584364644265803	0.9141868097998959	0	0	0.7545087064676617	0.2086188267731794	MMP12;ITGA5;FGFR3
Cell-Substrate Junction (GO:0030055)	3/395	0.7705238398382639	0.9197898561468111	0	0	0.7388059701492538	0.1925954008384062	MMP12;ITGA5;FGFR3
Adherens Junction (GO:0005912)	1/151	0.7885926678755268	0.9197898561468111	0	0	0.6451888341543514	0.1532358032455463	DLL1
Mitotic Spindle (GO:0072686)	1/155	0.7971512086605697	0.9197898561468111	0	0	0.6283027317510076	0.14244307521334734	TUBB6
Recycling Endosome (GO:0055037)	1/155	0.7971512086605697	0.9197898561468111	0	0	0.6283027317510076	0.14244307521334734	LTF
Azurophil Granule (GO:0042582)	1/155	0.7971512086605697	0.9197898561468111	0	0	0.6283027317510076	0.14244307521334734	SERPINB3
Vacuolar Lumen (GO:0005775)	1/163	0.8132475562167527	0.9304103397395053	0	0	0.5970321717448154	0.12341832253382294	SERPINB3
Mitochondrial Outer Membrane (GO:0005741)	1/171	0.8280723854709323	0.9391154315036142	0	0	0.5687047232686178	0.10728882256902048	BCL2A1
Cell-Cell Junction (GO:0005911)	2/316	0.8355152991167492	0.9391154315036142	0	0	0.614302831557041	0.11039428538267129	ITGA5;DLL1
Chromosome (GO:0005694)	1/179	0.8417256830513875	0.9391154315036142	0	0	0.5429235622958986	0.09354633238643069	CNTD1
Ficolin-1-Rich Granule (GO:0101002)	1/184	0.8497053328925368	0.9402477044302662	0	0	0.5279549920590056	0.0859857365351296	FCN1
Axon (GO:0030424)	1/217	0.8932127039578561	0.9704951786993484	0	0	0.44654260171501553	0.05042829542375191	MMP12
cullin-RING Ubiquitin Ligase Complex (GO:0031461)	1/219	0.8954037218366218	0.9704951786993484	0	0	0.4424006869435531	0.04887668296625151	DAW1
Late Endosome (GO:0005770)	1/222	0.8986066469438411	0.9704951786993484	0	0	0.4363283775048481	0.04664781682439453	SFTPA1
Intracellular Membraneless Organelle (GO:0043232)	9/1310	0.923757927822628	0.9861227194473178	0	0	0.6561225093123633	0.05203394292670299	CNTD1;ZEB2;ANKFN1;KRT15;ALOX15;CHP2;PHLDA1;DNAI1;CCNO
Neuron Projection (GO:0043005)	3/560	0.9276858175541433	0.9861227194473178	0	0	0.5155282831801495	0.0386966676055831	MMP12;PACRG;GPNMB
Mitochondrial Membrane (GO:0031966)	3/595	0.9444793582020595	0.989006843502257	0	0	0.4841670028237192	0.02765631979828732	SLC22A4;BCL2A1;CYP1A1
Dendrite (GO:0030425)	1/281	0.9450509837910455	0.989006843502257	0	0	0.34334975369458126	0.019404892652177763	MMP12
Nucleolus (GO:0005730)	4/805	0.9665237727997803	0.9982298495702979	0	0	0.47428214731585516	0.016149014884278286	ZEB2;CHP2;PHLDA1;CCNO
Nuclear Lumen (GO:0031981)	4/814	0.9686526688422891	0.9982298495702979	0	0	0.4687901234567901	0.014930578321431345	ZEB2;CHP2;PHLDA1;CCNO
Actin Cytoskeleton (GO:0015629)	1/361	0.9761247866007634	0.9983094408416898	0	0	0.2659551176792556	0.006426764360057853	ATP12A
Mitochondrial Inner Membrane (GO:0005743)	1/409	0.9855441907807803	0.999119189541978	0	0	0.23408673814353329	0.0034086101274333636	CYP1A1
Intracellular Membrane-Bounded Organelle (GO:0043231)	40/5597	0.9977957753647451	0.999119189541978	0	0	0.6249643385402722	0.0013790822536894687	FANK1;COLEC12;EHF;SPARC;NTS;TUBB6;SIX2;MYB;TEKT1;AP1S2;CHP2;CYP1B1;TIMP3;ROPN1L;PHACTR1;CYP2F1;FAM81B;PHLDA1;PITX1;SERPINB3;PPP1R16B;PACRG;SPAG6;DMRT3;KRT5;MUC5B;ISL1;MMP12;TOX3;ZEB2;FABP3;ZNF837;KRT15;TFEC;CYP1A1;AHRR;RBM20;PPARG;CCNO;LTF
Nucleus (GO:0005634)	32/4879	0.999119189541978	0.999119189541978	0	0	0.5738001448990265	5.05631884071959E-4	FANK1;COLEC12;EHF;TUBB6;SIX2;MYB;TEKT1;CHP2;TIMP3;PHACTR1;FAM81B;PHLDA1;PITX1;SERPINB3;PPP1R16B;PACRG;SPAG6;DMRT3;KRT5;ISL1;MMP12;TOX3;ZEB2;FABP3;ZNF837;KRT15;TFEC;AHRR;RBM20;PPARG;CCNO;LTF
