Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Epithelial cell signaling in Helicobacter pylori infection	2/70	0.1599844310262211	0.5094055794066568	0	0	2.8724519510774607	5.264281721708895	PTPRZ1;ATP6V0D2
Nitrogen metabolism	1/17	0.16000559865978323	0.5094055794066568	0	0	6.0899014778325125	11.160027472516946	CA2
Cytokine-cytokine receptor interaction	5/295	0.18412718169094033	0.5671472799563791	0	0	1.6900017328019408	2.8597001905859356	CCL13;CXCL6;CCL8;CCL7;CCL2
Leishmaniasis	2/77	0.1854135338318932	0.5671472799563791	0	0	2.6034323432343234	4.387217309583115	ITGAM;CYBB
B cell receptor signaling pathway	2/81	0.20019131363271056	0.6005739408981317	0	0	2.471111668128838	3.974738147635628	LILRB1;FCGR2B
Proximal tubule bicarbonate reclamation	1/23	0.21016764632504312	0.608720020539209	0	0	4.427675772503359	6.906508950874955	CA2
MicroRNAs in cancer	5/310	0.21071077634049543	0.608720020539209	0	0	1.605651206853942	2.500430550687426	ZEB2;CYP1B1;TIMP3;ITGA5;FGFR3
Vitamin digestion and absorption	1/24	0.21823320016139572	0.6189887131850497	0	0	4.234953951595631	6.446409054924387	SLC23A1
Calcium signaling pathway	4/240	0.23004046888123197	0.629700040117925	0	0	1.6576271186440679	2.435883107006354	PTGFR;OXTR;FGFR3;RYR3
Bile secretion	2/90	0.2338742900222665	0.629700040117925	0	0	2.217371737173717	3.221778005777338	CA2;UGT2A1
Folate biosynthesis	1/26	0.23411924568486955	0.629700040117925	0	0	3.8957635467980296	5.656355305246379	AKR1B10
Salivary secretion	2/93	0.24518582775054884	0.6482879513404343	0	0	2.143945163747144	3.013827063242195	MUC5B;RYR3
Linoleic acid metabolism	1/29	0.25734796705909835	0.6691047143536557	0	0	3.477832512315271	4.72055302274505	ALOX15
Ascorbate and aldarate metabolism	1/30	0.26493400629788744	0.6770015383740572	0	0	3.3577373874639034	4.459997006035752	UGT2A1
Neuroactive ligand-receptor interaction	5/341	0.2690647139691766	0.6770015383740572	0	0	1.4551926298157454	1.9103817679570019	PTGFR;GABRP;OXTR;LPAR3;NTS
Toll-like receptor signaling pathway	2/104	0.28675382422498863	0.7023494192618094	0	0	1.9116676373519705	2.3879236642660944	SPP1;LY96
Insulin resistance	2/108	0.30183447013535647	0.7023494192618094	0	0	1.839155613674575	2.2030813336223765	CD36;SLC27A2
Prion disease	4/273	0.30403816277185297	0.7023494192618094	0	0	1.4518215613382899	1.7285417271942045	TUBB6;C7;CYBB;RYR3
HIF-1 signaling pathway	2/109	0.3055969503100625	0.7023494192618094	0	0	1.8218747108355695	2.159810973562475	HK3;CYBB
Starch and sucrose metabolism	1/36	0.3088578776207369	0.7023494192618094	0	0	2.78128078817734	3.26765462620049	HK3
Tyrosine metabolism	1/36	0.3088578776207369	0.7023494192618094	0	0	2.78128078817734	3.26765462620049	ADH1C
Thyroid cancer	1/37	0.31592022831414535	0.7023494192618094	0	0	2.7038861521620143	3.115594835348194	PPARG
TNF signaling pathway	2/112	0.3168607886593483	0.7023494192618094	0	0	1.7719171917191718	2.036451589227837	CXCL6;CCL2
Serotonergic synapse	2/113	0.3206065087065256	0.7023494192618094	0	0	1.7558647756667558	1.9973677116347557	CYP4X1;ALOX15
Various types of N-glycan biosynthesis	1/39	0.3298302092257462	0.7023494192618094	0	0	2.5613170858179934	2.840954704195769	CHST9
Nicotine addiction	1/40	0.33667928556367555	0.7023494192618094	0	0	2.495515978274599	2.7166797758085846	GABRP
Focal adhesion	3/201	0.3370278712858038	0.7023494192618094	0	0	1.4773104176089251	1.606707516981536	COL6A2;SPP1;ITGA5
Diabetic cardiomyopathy	3/203	0.34260173828409796	0.7023494192618094	0	0	1.4623880597014924	1.566490521782694	COL3A1;CYBB;CD36
Bladder cancer	1/41	0.34345870447101084	0.7023494192618094	0	0	2.4330049261083744	2.6001241281165455	FGFR3
AMPK signaling pathway	2/120	0.34667246976384186	0.7023494192618094	0	0	1.6511159590535325	1.7491506982593148	PPARG;CD36
Fat digestion and absorption	1/43	0.35681138275748164	0.7045895659514828	0	0	2.316912972085386	2.3876899749654306	CD36
Fatty acid degradation	1/43	0.35681138275748164	0.7045895659514828	0	0	2.316912972085386	2.3876899749654306	ADH1C
Rap1 signaling pathway	3/210	0.3620765187031444	0.7060492114711315	0	0	1.412430600620088	1.4348878401928646	ITGAM;LPAR3;FGFR3
Type II diabetes mellitus	1/46	0.3763353646025233	0.7113521781991375	0	0	2.1621237000547344	2.1129885870694256	HK3
Huntington disease	4/306	0.3802253475376607	0.7113521781991375	0	0	1.2909933774834437	1.2483792122954476	TUBB6;DNAH5;PPARG;DNAI1
Carbohydrate digestion and absorption	1/47	0.38271139744846433	0.7113521781991375	0	0	2.115013921610623	2.03141610408811	HK3
Regulation of actin cytoskeleton	3/218	0.38422478216669304	0.7113521781991375	0	0	1.3593196806664352	1.300226693136116	ITGAM;ITGA5;FGFR3
Oxidative phosphorylation	2/133	0.3941359293586575	0.7113521781991375	0	0	1.4862822160078604	1.3838170740596463	ATP12A;ATP6V0D2
Ether lipid metabolism	1/49	0.39526951223151713	0.7113521781991375	0	0	2.0266830870279144	1.881141780770528	PLA2G7
Vibrio cholerae infection	1/50	0.4014529010595411	0.7113521781991375	0	0	1.9852216748768472	1.8118424588650803	ATP6V0D2
Apelin signaling pathway	2/137	0.40843377356864874	0.7113521781991375	0	0	1.441950861752842	1.291159569676401	SPP1;RYR3
Yersinia infection	2/137	0.40843377356864874	0.7113521781991375	0	0	1.441950861752842	1.291159569676401	CCL2;ITGA5
Fluid shear stress and atherosclerosis	2/139	0.41552161850601205	0.7113521781991375	0	0	1.4207559442075595	1.2477371888395545	GSTA1;CCL2
Glycosaminoglycan biosynthesis	1/53	0.41962809730553535	0.7113521781991375	0	0	1.8704054566123531	1.6242347406533706	HS3ST2
Coronavirus disease	3/232	0.42252805178739244	0.7113521781991375	0	0	1.2753046992113668	1.0986742837228491	C7;CYBB;CCL2
Signaling pathways regulating pluripotency of stem cells	2/143	0.42956881245542433	0.7113521781991375	0	0	1.3801699318868057	1.1662067903897804	ISL1;FGFR3
Human papillomavirus infection	4/331	0.4375248680461446	0.7113521781991375	0	0	1.1907645259938837	0.984311836728742	COL6A2;SPP1;ITGA5;ATP6V0D2
Glutathione metabolism	1/57	0.4430101308617841	0.7113521781991375	0	0	1.7364532019704433	1.4137553239097946	GSTA1
Legionellosis	1/57	0.4430101308617841	0.7113521781991375	0	0	1.7364532019704433	1.4137553239097946	ITGAM
Cell adhesion molecules	2/148	0.4468750863045864	0.7113521781991375	0	0	1.3325647633256477	1.0733491650449698	ITGAM;CLDN8
Phospholipase D signaling pathway	2/148	0.4468750863045864	0.7113521781991375	0	0	1.3325647633256477	1.0733491650449698	PTGFR;LPAR3
Notch signaling pathway	1/59	0.4543471786460327	0.7159410087755667	0	0	1.6764056395447597	1.3225057848311041	DLL1
Arachidonic acid metabolism	1/61	0.46545457817068164	0.7216947880183812	0	0	1.620361247947455	1.2391562978337145	ALOX15
Oxytocin signaling pathway	2/154	0.46725111275549036	0.7216947880183812	0	0	1.2795726941115164	0.9736120853565029	OXTR;RYR3
GnRH secretion	1/64	0.48169518847528187	0.7328804306980057	0	0	1.5429666119321293	1.1270503243615253	SPP1
Necroptosis	2/159	0.4838890023198371	0.7328804306980057	0	0	1.238506653213092	0.8990316484111436	ALOX15;CYBB
Adipocytokine signaling pathway	1/69	0.5076789002266886	0.7615183503400329	0	0	1.429150970733121	0.9688301857799617	CD36
Alzheimer disease	4/369	0.5213417845325361	0.7745649370197679	0	0	1.0647123287671232	0.6934997747768094	TUBB6;CYBB;LPL;RYR3
Pathways of neurodegeneration	5/475	0.5345062623853556	0.7773920582111586	0	0	1.0331444456324175	0.6471739051599006	TUBB6;DNAH5;CYBB;DNAI1;RYR3
Gastric acid secretion	1/76	0.5418924143138966	0.7773920582111586	0	0	1.295303776683087	0.7936168145600232	CA2
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.546582923190177	0.7773920582111586	0	0	1.2781954887218046	0.7721185874812032	ITGA5
Bacterial invasion of epithelial cells	1/77	0.546582923190177	0.7773920582111586	0	0	1.2781954887218046	0.7721185874812032	ITGA5
Synaptic vesicle cycle	1/78	0.5512256393643044	0.7773920582111586	0	0	1.2615315718763995	0.7513821376074742	ATP6V0D2
NOD-like receptor signaling pathway	2/181	0.5531443491117859	0.7773920582111586	0	0	1.0850710769400962	0.642509953624688	CYBB;CCL2
Peroxisome	1/82	0.5693281958757586	0.7921745670358333	0	0	1.198990451864015	0.6753891837108899	SLC27A2
Neutrophil extracellular trap formation	2/189	0.5766601261995458	0.7921745670358333	0	0	1.0382273521469794	0.5715464643741285	ITGAM;CYBB
Gap junction	1/88	0.5951284313607962	0.7921745670358333	0	0	1.1159617235717116	0.5791596343779737	TUBB6
Pathogenic Escherichia coli infection	2/197	0.5992644423451883	0.7921745670358333	0	0	0.9952272150291952	0.5096083897100744	TUBB6;CLDN8
GABAergic synapse	1/89	0.5992763593423178	0.7921745670358333	0	0	1.1032243618450515	0.5648866391518002	GABRP
Hypertrophic cardiomyopathy	1/90	0.6033819975315803	0.7921745670358333	0	0	1.0907732329661814	0.5510638596451592	ITGA5
Morphine addiction	1/91	0.6074457751178958	0.7921745670358333	0	0	1.078598795840175	0.5376732665837451	GABRP
Th1 and Th2 cell differentiation	1/92	0.6114681168037448	0.7921745670358333	0	0	1.0666919287608942	0.5246977217405681	DLL1
Proteoglycans in cancer	2/205	0.6209543555404516	0.7921745670358333	0	0	0.9556162512803005	0.45534894705539525	TIMP3;ITGA5
Dilated cardiomyopathy	1/96	0.6271514694656477	0.7921745670358333	0	0	1.0215711693025669	0.4766315892635776	ITGA5
Circadian entrainment	1/97	0.630972853879322	0.7921745670358333	0	0	1.0108784893267653	0.4655019002333899	RYR3
Fc gamma R-mediated phagocytosis	1/97	0.630972853879322	0.7921745670358333	0	0	1.0108784893267653	0.4655019002333899	FCGR2B
Pathways in cancer	5/531	0.6334640338681586	0.7921745670358333	0	0	0.9204769092611346	0.4202456240626875	GSTA1;LPAR3;PPARG;FGFR3;DLL1
Choline metabolism in cancer	1/98	0.6347552620479434	0.7921745670358333	0	0	1.0004062769793307	0.4547004277717504	SLC22A4
Chagas disease	1/102	0.6495029858079479	0.7978146912286603	0	0	0.9605911330049262	0.41454103413818844	CCL2
Longevity regulating pathway	1/102	0.6495029858079479	0.7978146912286603	0	0	0.9605911330049262	0.41454103413818844	PPARG
Toxoplasmosis	1/112	0.6838309179378819	0.8334189312367936	0	0	0.8736075977455288	0.33200983948443946	LY96
Shigellosis	2/246	0.7180597837623999	0.8495268322221997	0	0	0.7933776984255803	0.26276863678555057	HK3;ITGA5
Platelet activation	1/124	0.7206352210370058	0.8495268322221997	0	0	0.7878969922704153	0.2581325495161513	COL3A1
Amyotrophic lateral sclerosis	3/364	0.7208395525963047	0.8495268322221997	0	0	0.8035308223425808	0.2630267356008223	TUBB6;DNAH5;DNAI1
Salmonella infection	2/249	0.7242760813176446	0.8495268322221997	0	0	0.7836212771074679	0.2527826136660388	TUBB6;LY96
Parkinson disease	2/249	0.7242760813176446	0.8495268322221997	0	0	0.7836212771074679	0.2527826136660388	TUBB6;RYR3
Relaxin signaling pathway	1/129	0.7346817387794433	0.8553011287283072	0	0	0.7569273399014779	0.23337423427228138	COL3A1
Systemic lupus erythematosus	1/135	0.7506127410014801	0.8599227062347894	0	0	0.7228144989339019	0.2073504833751907	C7
Estrogen signaling pathway	1/137	0.7557086120750207	0.8599227062347894	0	0	0.7121124311793683	0.19946227244262016	KRT15
Insulin signaling pathway	1/137	0.7557086120750207	0.8599227062347894	0	0	0.7121124311793683	0.19946227244262016	HK3
Measles	1/139	0.7607008555153907	0.8599227062347894	0	0	0.7017205682872849	0.19193116603002539	FCGR2B
Apoptosis	1/142	0.7679994949507636	0.8619274907361087	0	0	0.6866855326136324	0.1812617730086621	BCL2A1
Breast cancer	1/147	0.7796748679995761	0.8651237881907448	0	0	0.6630002024428099	0.16500635141373848	DLL1
Retrograde endocannabinoid signaling	1/148	0.7819388085570192	0.8651237881907448	0	0	0.6584564860426929	0.16196633064312682	GABRP
Non-alcoholic fatty liver disease	1/155	0.7971512086605697	0.8741457611250872	0	0	0.6283027317510076	0.14244307521334734	PPARG
Hepatitis C	1/157	0.80130028103133	0.8741457611250872	0	0	0.6201844132878616	0.1373829532198492	CLDN8
Wnt signaling pathway	1/166	0.8189503247647222	0.8806477544326904	0	0	0.5860874757426482	0.11706033607996812	SFRP2
Hepatocellular carcinoma	1/168	0.8226555563974615	0.8806477544326904	0	0	0.5790094687472346	0.11303288976430556	GSTA1
Tight junction	1/169	0.8244797763475101	0.8806477544326904	0	0	0.5755336617405583	0.11107953089711274	CLDN8
Influenza A	1/172	0.8298411532154197	0.8806477544326904	0	0	0.5653501570016997	0.10544966429561302	CCL2
Viral carcinogenesis	1/203	0.8765424652698202	0.9239231390681887	0	0	0.47783251231527096	0.0629640508862176	ATP6V0D2
Human immunodeficiency virus 1 infection	1/212	0.887533287229897	0.9264101078694847	0	0	0.4572409123806411	0.05455307105612747	AP1S2
cAMP signaling pathway	1/216	0.8921001284504702	0.9264101078694847	0	0	0.4486424561805476	0.051224605337722426	OXTR
Human cytomegalovirus infection	1/225	0.9017119567338228	0.9264101078694847	0	0	0.4304187192118227	0.04453118454289942	CCL2
Thermogenesis	1/232	0.9085945288719948	0.9264101078694847	0	0	0.41722645170921036	0.039993803602450105	PPARG
Ras signaling pathway	1/232	0.9085945288719948	0.9264101078694847	0	0	0.41722645170921036	0.039993803602450105	FGFR3
Endocytosis	1/252	0.9257272966264297	0.9377497290501495	0	0	0.3835887975192825	0.029603689384704035	FGFR3
MAPK signaling pathway	1/294	0.9520010100550839	0.9581429520554392	0	0	0.32789724104305723	0.016128997463426557	FGFR3
Herpes simplex virus 1 infection	2/498	0.9644078820338384	0.9644078820338384	0	0	0.3852603002235707	0.013962203020635477	CCL2;ITGA5
