Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095)	3/47	0.012197224855688953	0.1867700056027371	0	0	6.700135685210312	29.524461623788078	GABRP;CLCA2;CLCA4
Metalloexopeptidase Activity (GO:0008235)	3/51	0.015208161287497678	0.20367326327710134	0	0	6.140547263681592	25.703858443734134	CPM;AGBL2;AEBP1
Intracellularly Calcium-Gated Channel Activity (GO:0141147)	2/19	0.015795069396999695	0.20367326327710134	0	0	11.519510774606873	47.78359250200557	CLCA2;CLCA4
Intracellularly Calcium-Gated Chloride Channel Activity (GO:0005229)	2/19	0.015795069396999695	0.20367326327710134	0	0	11.519510774606873	47.78359250200557	CLCA2;CLCA4
Metalloendopeptidase Activity (GO:0004222)	4/99	0.018657079216540445	0.2131592198377824	0	0	4.147578947368421	16.513708439606248	MMP12;ADAMTS1;CLCA2;CLCA4
Actinin Binding (GO:0042805)	2/21	0.01914082790380087	0.2131592198377824	0	0	10.3058884835852	40.76939031744604	PPARG;PROM1
Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869)	2/21	0.01914082790380087	0.2131592198377824	0	0	10.3058884835852	40.76939031744604	SERPINB3;LTF
Iron Ion Binding (GO:0005506)	3/57	0.02044268945320505	0.2135108275255821	0	0	5.456605859590934	21.226905848947467	ALOX15;ACP5;LTF
Alcohol Dehydrogenase [NAD(P)+] Activity (GO:0018455)	2/22	0.020915346369852938	0.2135108275255821	0	0	9.79009900990099	37.86097688832336	AKR1B10;ADH1C
Steroid Hydroxylase Activity (GO:0008395)	2/23	0.022755569339079254	0.22036641549706326	0	0	9.323432343234323	35.27003509816899	CYP1A1;CYP1B1
Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)	3/60	0.02338582368540263	0.22036641549706326	0	0	5.168630531552762	19.41143941292859	SERPINB3;SERPINB4;SERPINB11
Metallocarboxypeptidase Activity (GO:0004181)	2/24	0.024659985733220903	0.22376653720885634	0	0	8.8991899189919	32.94990351773024	CPM;AGBL2
MHC Protein Binding (GO:0042287)	2/26	0.028655472782532877	0.24777172168752978	0	0	8.156765676567657	28.976182743409304	SEC14L3;LILRB1
Sterol Binding (GO:0032934)	3/67	0.031098147439395204	0.24777172168752978	0	0	4.601679104477612	15.970619847210095	OSBPL6;GPR183;PROM1
Protease Binding (GO:0002020)	4/119	0.03370114173655204	0.24777172168752978	0	0	3.4227826086956523	11.60399825025582	SERPINB3;SERPINB4;COL3A1;FAM20C
Virus Receptor Activity (GO:0001618)	2/29	0.035093724013126076	0.24777172168752978	0	0	7.24935826916025	24.283414387731682	SERPINB3;CLEC5A
Metallopeptidase Activity (GO:0008237)	4/122	0.036423746078915374	0.24777172168752978	0	0	3.3352542372881357	11.048144234442603	MMP12;ADAMTS1;CLCA2;CLCA4
Cytokine Activity (GO:0005125)	5/186	0.04219347643970059	0.24777172168752978	0	0	2.7228684860767927	8.619212029031392	CXCL6;CCL13;CCL8;CCL7;CCL2
Chloride Channel Activity (GO:0005254)	3/76	0.0427305292274579	0.24777172168752978	0	0	4.032508689429564	12.713861325901654	GABRP;CLCA2;CLCA4
Transition Metal Ion Binding (GO:0046914)	9/458	0.0458450169848767	0.24777172168752978	0	0	1.988727085831763	6.1302289026961425	MMP12;ADH1C;CA2;ALOX15;FAM20C;PPARG;TMEM163;ENPP5;LTF
Hsp90 Protein Binding (GO:0051879)	2/35	0.049436276613114706	0.24777172168752978	0	0	5.9294929492949295	17.830404987401263	PACRG;CYP1A1
Sulfatide Binding (GO:0120146)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	TREM2
High-Density Lipoprotein Particle Binding (GO:0008035)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	TREM2
CCR1 Chemokine Receptor Binding (GO:0031726)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	CCL7
Vasopressin Receptor Activity (GO:0005000)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	OXTR
IgG Receptor Activity (GO:0019770)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	FCGR2B
LBD Domain Binding (GO:0050693)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	PPARG
Malate Dehydrogenase Activity (GO:0016615)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	MDH1B
Myosin Phosphatase Regulator Activity (GO:0017020)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	PPP1R16B
Arylesterase Activity (GO:0004064)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	CA2
Carnitine Transmembrane Transporter Activity (GO:0015226)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	SLC22A4
Chitinase Activity (GO:0004568)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	CHIT1
Dermatan Sulfotransferase Activity (GO:0120534)	1/5	0.049974817934996855	0.24777172168752978	0	0	24.374384236453203	73.03140854408878	CHST9
Sodium Channel Regulator Activity (GO:0017080)	2/36	0.05200147018872213	0.24777172168752978	0	0	5.754804892253931	17.01398448930605	TMPRSS3;PTPN3
Sulfotransferase Activity (GO:0008146)	2/36	0.05200147018872213	0.24777172168752978	0	0	5.754804892253931	17.01398448930605	CHST9;HS3ST2
Chemoattractant Activity (GO:0042056)	2/36	0.05200147018872213	0.24777172168752978	0	0	5.754804892253931	17.01398448930605	GPNMB;CCL2
Monoatomic Anion Channel Activity (GO:0005253)	3/86	0.05784300126124372	0.24777172168752978	0	0	3.5448660312893363	10.102949059806244	GABRP;CLCA2;CLCA4
Chloride Transmembrane Transporter Activity (GO:0015108)	3/86	0.05784300126124372	0.24777172168752978	0	0	3.5448660312893363	10.102949059806244	GABRP;CLCA2;CLCA4
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity (GO:0003847)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	PLA2G7
Icosatetraenoic Acid Binding (GO:0050543)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	PPARG
Very Long-Chain Fatty acid-CoA Ligase Activity (GO:0031957)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	SLC27A2
Acid Phosphatase Activity (GO:0003993)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	ACP5
Arachidonate Binding (GO:0050544)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	PPARG
Chondroitin Sulfotransferase Activity (GO:0034481)	1/6	0.05966747583495616	0.24777172168752978	0	0	19.498522167487685	54.965713945366076	CHST9
Icosanoid Binding (GO:0050542)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	PPARG
IgG Binding (GO:0019864)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	FCGR2B
Nitrite Reductase Activity (GO:0098809)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	MB
Calcium-Independent Phospholipase A2 Activity (GO:0047499)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	PLA2G7
Dinucleotide Phosphatase Activity (GO:0004551)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	ENPP5
Retinal Dehydrogenase Activity (GO:0001758)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	AKR1B10
Estrogen 16-Alpha-Hydroxylase Activity (GO:0101020)	1/7	0.06926172588090321	0.25710792183062553	0	0	16.247947454844006	43.37979083454179	CYP1B1
Urate Transmembrane Transporter Activity (GO:0015143)	1/8	0.07875856181675209	0.2756549663586323	0	0	13.926108374384237	35.39137016593114	SLC23A1
Vascular Endothelial Growth Factor Receptor 2 Binding (GO:0043184)	1/8	0.07875856181675209	0.2756549663586323	0	0	13.926108374384237	35.39137016593114	ITGA5
Long-Chain Fatty Acid Binding (GO:0036041)	1/8	0.07875856181675209	0.2756549663586323	0	0	13.926108374384237	35.39137016593114	FABP3
STAT Family Protein Binding (GO:0097677)	1/8	0.07875856181675209	0.2756549663586323	0	0	13.926108374384237	35.39137016593114	PPARG
Superoxide-Generating NAD(P)H Oxidase Activity (GO:0016175)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	CYBB
DNA Endonuclease Activity, Producing 3'-Phosphomonoesters (GO:0016889)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	DNASE2B
Tubulin-Glutamic Acid Ligase Activity (GO:0070740)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	TTLL9
G Protein-Coupled Purinergic Nucleotide Receptor Activity (GO:0045028)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	GPR34
Immunoglobulin Receptor Activity (GO:0019763)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	FCGR2B
Tat Protein Binding (GO:0030957)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	DLL1
pre-mRNA Intronic Binding (GO:0097157)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	RBM20
Proton Channel Activity (GO:0015252)	1/9	0.0881589675605576	0.27690957759405915	0	0	12.18472906403941	29.59199926092177	CYBB
CoA-ligase Activity (GO:0016405)	1/10	0.09746391722029348	0.286349256968508	0	0	10.83032293377121	25.21594900155374	SLC27A2
Nuclear Retinoid X Receptor Binding (GO:0046965)	1/10	0.09746391722029348	0.286349256968508	0	0	10.83032293377121	25.21594900155374	PPARG
Aldose Reductase (NADPH) Activity (GO:0004032)	1/10	0.09746391722029348	0.286349256968508	0	0	10.83032293377121	25.21594900155374	AKR1B10
Carbohydrate:Monoatomic Cation Symporter Activity (GO:0005402)	1/10	0.09746391722029348	0.286349256968508	0	0	10.83032293377121	25.21594900155374	SLC23A1
Platelet-Derived Growth Factor Binding (GO:0048407)	1/10	0.09746391722029348	0.286349256968508	0	0	10.83032293377121	25.21594900155374	COL3A1
Endopeptidase Activity (GO:0004175)	6/311	0.09959594953403096	0.286349256968508	0	0	1.9365126676602087	4.4668255395562735	MMP12;NAPSA;ADAMTS1;TMPRSS3;CLCA2;CLCA4
Exopeptidase Activity (GO:0008238)	2/53	0.10181152270043903	0.286349256968508	0	0	3.833236264802951	8.7575342022346	MMP12;CPM
Carboxylic Ester Hydrolase Activity (GO:0052689)	3/111	0.10472370824927366	0.286349256968508	0	0	2.7208402432283028	6.139384861432302	CA2;LPL;PLA2G7
Cholesterol Binding (GO:0015485)	2/54	0.10504592758167294	0.286349256968508	0	0	3.7593297791317593	8.471114399834835	OSBPL6;PROM1
Inhibitory MHC Class I Receptor Activity (GO:0032396)	1/11	0.10667437520831993	0.286349256968508	0	0	9.74679802955665	21.81308356459046	LILRB1
Acid-Thiol Ligase Activity (GO:0016878)	1/11	0.10667437520831993	0.286349256968508	0	0	9.74679802955665	21.81308356459046	SLC27A2
Calcium Ion Binding (GO:0005509)	6/324	0.11496860304220127	0.286349256968508	0	0	1.8561082523346675	4.014940716544247	MMP12;SPARC;CHP2;ITLN1;LPL;ITGA5
Vascular Endothelial Growth Factor Receptor Binding (GO:0005172)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	ITGA5
Intracellularly Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	RYR3
Lipase Activator Activity (GO:0060229)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	CCL8
Lipoprotein Lipase Activity (GO:0004465)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	LPL
Carbonate Dehydratase Activity (GO:0004089)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	CA2
Platelet-Derived Growth Factor Receptor Binding (GO:0005161)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	ITGA5
Cardiolipin Binding (GO:1901612)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	MMP12
Quaternary Ammonium Group Transmembrane Transporter Activity (GO:0015651)	1/12	0.11579129625858678	0.286349256968508	0	0	8.860277653381102	19.102456294823007	SLC22A4
Tubulin Binding (GO:0015631)	6/326	0.11743490552103765	0.286349256968508	0	0	1.8443181818181817	3.9502918026525324	PACRG;SPAG6;AGBL2;CCDC170;KIF21A;TTLL9
Intramolecular Oxidoreductase Activity, Transposing C=C Bonds (GO:0016863)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	GSTA1
MHC Class I Protein Binding (GO:0042288)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	LILRB1
MHC Class I Receptor Activity (GO:0032393)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	LILRB1
Metalloendopeptidase Inhibitor Activity (GO:0008191)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	TIMP3
Oxidoreductase Activity, Acting on NAD(P)H, Oxygen as Acceptor (GO:0050664)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	CYBB
Arachidonate Epoxygenase Activity (GO:0008392)	1/13	0.12481562554868265	0.286349256968508	0	0	8.12151067323481	16.900194711039827	CYP2F1
Zinc Ion Binding (GO:0008270)	6/338	0.13278176442351478	0.286349256968508	0	0	1.7765607886089814	3.5869621599282175	MMP12;ADH1C;CA2;PPARG;TMEM163;ENPP5
1-Phosphatidylinositol Binding (GO:0005545)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	FRMPD2
Long-Chain Fatty acid-CoA Ligase Activity (GO:0004467)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	SLC27A2
Aldo-Keto Reductase (NADPH) Activity (GO:0004033)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	AKR1B10
Oxysterol Binding (GO:0008142)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	GPR183
Arachidonate Monooxygenase Activity (GO:0008391)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	CYP2F1
Aspartic-Type Peptidase Activity (GO:0070001)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	NAPSA
Phosphatidylethanolamine Binding (GO:0008429)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	TREM2
Purinergic Nucleotide Receptor Activity (GO:0001614)	1/14	0.13374829876775887	0.286349256968508	0	0	7.496400151572566	15.08122493657931	GPR34
CXCR Chemokine Receptor Binding (GO:0045236)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	CXCL6
Transmembrane Receptor Protein Phosphatase Activity (GO:0019198)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	PTPRZ1
Transmembrane Receptor Protein Tyrosine Phosphatase Activity (GO:0005001)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	PTPRZ1
Intracellularly Gated Calcium Channel Activity (GO:0015278)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	RYR3
NADPH Binding (GO:0070402)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	CYBB
Acetylcholine Receptor Regulator Activity (GO:0030548)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	LYPD6B
Phospholipase Activator Activity (GO:0016004)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	CCL8
Protein Serine/Threonine Kinase Binding (GO:0120283)	1/15	0.14259024224554276	0.286349256968508	0	0	6.960591133004926	13.557701594688005	CCDC102B
Neuropeptide Receptor Binding (GO:0071855)	1/16	0.15134237294018343	0.2990232368576205	0	0	6.496223316912972	12.266237975819138	NTS
Phosphatidylglycerol Binding (GO:1901611)	1/16	0.15134237294018343	0.2990232368576205	0	0	6.496223316912972	12.266237975819138	MMP12
Oxidoreductase Activity, Acting on the CH-OH Group of Donors, NAD or NADP as Acceptor (GO:0016616)	2/70	0.1599844310262211	0.3086722178869834	0	0	2.8724519510774607	5.264281721708895	AKR1B10;MDH1B
GABA-gated Chloride Ion Channel Activity (GO:0022851)	1/17	0.16000559865978323	0.3086722178869834	0	0	6.0899014778325125	11.160027472516946	GABRP
Nuclear Retinoic Acid Receptor Binding (GO:0042974)	1/17	0.16000559865978323	0.3086722178869834	0	0	6.0899014778325125	11.160027472516946	PPARG
GABA-A Receptor Activity (GO:0004890)	1/18	0.16858081808691658	0.3177100033176505	0	0	5.731382208055636	10.203809066850313	GABRP
Ligand-Gated Calcium Channel Activity (GO:0099604)	1/18	0.16858081808691658	0.3177100033176505	0	0	5.731382208055636	10.203809066850313	RYR3
All-Trans-Retinol Dehydrogenase (NAD+) Activity (GO:0004745)	1/18	0.16858081808691658	0.3177100033176505	0	0	5.731382208055636	10.203809066850313	ADH1C
Aspartic-Type Endopeptidase Activity (GO:0004190)	1/19	0.17706892083125947	0.32617959100495164	0	0	5.412698412698413	9.37055138871512	NAPSA
Phospholipase A1 Activity (GO:0008970)	1/19	0.17706892083125947	0.32617959100495164	0	0	5.412698412698413	9.37055138871512	LPL
Protein Phosphatase 1 Binding (GO:0008157)	1/19	0.17706892083125947	0.32617959100495164	0	0	5.412698412698413	9.37055138871512	LILRB1
G Protein-Coupled Receptor Binding (GO:0001664)	3/143	0.17965020139978372	0.32846492046975384	0	0	2.0955223880597016	3.597474741306565	FCN1;PACRG;NTS
Carboxylic Acid Transmembrane Transporter Activity (GO:0046943)	2/76	0.18174408805529324	0.3298318635077544	0	0	2.6387476585496388	4.499475587066146	SLC23A1;SLC16A9
Fibroblast Growth Factor Binding (GO:0017134)	1/20	0.18547078755879814	0.3316813354153689	0	0	5.12756028001037	8.639210388089602	FGFR3
Nucleobase-Containing Compound Kinase Activity (GO:0019205)	1/20	0.18547078755879814	0.3316813354153689	0	0	5.12756028001037	8.639210388089602	COLEC12
R-SMAD Binding (GO:0070412)	1/21	0.19378729012533114	0.33442382727801195	0	0	4.870935960591133	7.99317748505789	PPARG
WW Domain Binding (GO:0050699)	1/21	0.19378729012533114	0.33442382727801195	0	0	4.870935960591133	7.99317748505789	PPARG
Organic Acid:Sodium Symporter Activity (GO:0005343)	1/21	0.19378729012533114	0.33442382727801195	0	0	4.870935960591133	7.99317748505789	SLC23A1
Alcohol Dehydrogenase (NAD+) Activity (GO:0004022)	1/21	0.19378729012533114	0.33442382727801195	0	0	4.870935960591133	7.99317748505789	ADH1C
Transforming Growth Factor Beta Binding (GO:0050431)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	CD36
Triacylglycerol Lipase Activity (GO:0004806)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	LPL
Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	CHIT1
GABA Receptor Activity (GO:0016917)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	GABRP
Oxidoreductase, Single Donors W Incorp of O2, Incorp of Two Atoms of O (GO:0016702)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	ALOX15
Oxidoreductase Activity, Acting on the Aldehyde or Oxo Group of Donors, NAD or NADP as Acceptor (GO:0016620)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	AKR1B10
bHLH Transcription Factor Binding (GO:0043425)	1/22	0.2020192915801868	0.33442382727801195	0	0	4.638752052545156	7.419183309087755	ISL1
Protein Tyrosine Phosphatase Activity (GO:0004725)	2/82	0.20390786966622554	0.33528475213574	0	0	2.4400990099009903	3.879969730050742	PTPRZ1;PTPN3
Notch Binding (GO:0005112)	1/23	0.21016764632504312	0.3410004857591759	0	0	4.427675772503359	6.906508950874955	DLL1
Alpha-Actinin Binding (GO:0051393)	1/23	0.21016764632504312	0.3410004857591759	0	0	4.427675772503359	6.906508950874955	PPARG
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	4/232	0.2128212000196872	0.3430341710843643	0	0	1.7164912280701754	2.6559318590069076	PPARG;ISL1;PITX1;DLL1
Alcohol Dehydrogenase (NADP+) Activity (GO:0008106)	1/25	0.22621679031560463	0.3622425727276022	0	0	4.058292282430213	6.031683535803371	AKR1B10
Neuropeptide Hormone Activity (GO:0005184)	1/26	0.23411924568486955	0.37005945285672925	0	0	3.8957635467980296	5.656355305246379	GPNMB
Oxidoreductase, Paired Donors, W Incorp or Reduction of O2, NAD(P)H as One Donor, and Incorp of O (GO:0016709)	1/26	0.23411924568486955	0.37005945285672925	0	0	3.8957635467980296	5.656355305246379	CYP1B1
Neuropeptide Activity (GO:0160041)	1/27	0.2419413868085662	0.3799720497955046	0	0	3.7457370215990906	5.315424774154307	GPNMB
Glutathione Transferase Activity (GO:0004364)	1/28	0.24968402587400798	0.38963430789256026	0	0	3.6068235723408137	5.004680714855542	GSTA1
Sterol Transfer Activity (GO:0120015)	1/29	0.25734796705909835	0.39406407455924436	0	0	3.477832512315271	4.72055302274505	OSBPL6
FAD Binding (GO:0071949)	1/29	0.25734796705909835	0.39406407455924436	0	0	3.477832512315271	4.72055302274505	CYBB
Metal Ion Transmembrane Transporter Activity (GO:0046873)	1/29	0.25734796705909835	0.39406407455924436	0	0	3.477832512315271	4.72055302274505	SLC23A1
SH2 Domain Binding (GO:0042169)	1/30	0.26493400629788744	0.40316044436635046	0	0	3.3577373874639034	4.459997006035752	LILRB1
Phospholipase A2 Activity (GO:0004623)	1/31	0.2724429315611231	0.41202789032392073	0	0	3.245648604269294	4.220401631400859	PLA2G7
Glucuronosyltransferase Activity (GO:0015020)	1/33	0.28723255270676573	0.42392756272986504	0	0	3.042487684729064	3.7953911284934607	UGT2A1
Hsp70 Protein Binding (GO:0030544)	1/33	0.28723255270676573	0.42392756272986504	0	0	3.042487684729064	3.7953911284934607	PACRG
Beta-Tubulin Binding (GO:0048487)	1/33	0.28723255270676573	0.42392756272986504	0	0	3.042487684729064	3.7953911284934607	PACRG
pre-mRNA Binding (GO:0036002)	1/33	0.28723255270676573	0.42392756272986504	0	0	3.042487684729064	3.7953911284934607	RBM20
Nuclear Estrogen Receptor Binding (GO:0030331)	1/35	0.3017229770910228	0.4400126749244082	0	0	2.8632280498406257	3.4308514918973034	ISL1
Alpha-Tubulin Binding (GO:0043014)	1/35	0.3017229770910228	0.4400126749244082	0	0	2.8632280498406257	3.4308514918973034	PACRG
Core Promoter Sequence-Specific DNA Binding (GO:0001046)	1/36	0.3088578776207369	0.44775254447976653	0	0	2.78128078817734	3.26765462620049	MMP12
NADP Binding (GO:0050661)	1/37	0.31592022831414535	0.4552967996292095	0	0	2.7038861521620143	3.115594835348194	CYBB
Phosphotyrosine Residue Binding (GO:0001784)	1/38	0.32291076325299056	0.4626499239589631	0	0	2.630675009985355	2.9736604939454767	PTPN3
Sodium Ion Transmembrane Transporter Activity (GO:0015081)	1/40	0.33667928556367555	0.4795722381575611	0	0	2.495515978274599	2.7166797758085846	SLC23A1
Ion Channel Regulator Activity (GO:0099106)	2/119	0.34296717665634835	0.48570496116072454	0	0	1.6653126851146653	1.7820852953333948	TMPRSS3;PTPN3
Receptor Ligand Activity (GO:0048018)	5/380	0.34656670167625125	0.4879818500613882	0	0	1.3012395309882747	1.3788974771123503	SFRP2;GPNMB;CCL2;NTS;DLL1
Kinase Activator Activity (GO:0019209)	1/42	0.35016917090840655	0.49023683927176914	0	0	2.3735431935600144	2.490651193911044	TREM2
DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	3/210	0.3620765187031444	0.5029919636803031	0	0	1.412430600620088	1.4348878401928646	ZEB2;TFEC;PPARG
Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538)	1/44	0.3633860309037292	0.5029919636803031	0	0	2.262916714400275	2.2907269736446687	CCNO
Lipase Activity (GO:0016298)	1/45	0.36989379914368115	0.5062792222916306	0	0	2.2113748320644873	2.199299274567594	LPL
Protein Phosphorylated Amino Acid Binding (GO:0045309)	1/45	0.36989379914368115	0.5062792222916306	0	0	2.2113748320644873	2.199299274567594	PTPN3
