Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0036158~outer dynein arm assembly	3	2.7777777777777777	0.0047690634113247	DNAH5, DAW1, DNAI1	85	24	19478	28.64411764705882	0.9366025829736312	0.5493961049846054	0.5493961049846054
GOTERM_CC_DIRECT	GO:0097386~glial cell projection	3	2.7777777777777777	0.007273070594802146	PACRG, DNAH5, DNAI1	93	29	20795	23.13125695216908	0.6555301307312684	0.17274770497343025	0.16446528076237538
GOTERM_CC_DIRECT	GO:0097729~9+2 motile cilium	3	2.7777777777777777	0.008282424211054875	DNAH5, DNAI1, ENKUR	93	31	20795	21.63891779396462	0.7030731457489183	0.17274770497343025	0.16446528076237538
GOTERM_CC_DIRECT	GO:0097228~sperm principal piece	3	2.7777777777777777	0.010477363395870102	CATSPERD, SPAG6, ENKUR	93	35	20795	19.16589861751152	0.7851392336522864	0.19121188197462938	0.18204418900324304
GOTERM_CC_DIRECT	GO:0005879~axonemal microtubule	3	2.7777777777777777	0.014861333976122836	PACRG, TEKT1, ENKUR	93	42	20795	15.9715821812596	0.8876390727452572	0.241083862279326	0.2295250469645638
GOTERM_MF_DIRECT	GO:0004867~serine-type endopeptidase inhibitor activity	4	3.7037037037037033	0.01488035360279565	SERPINB3, SERPINB11, SERPINB4, WFDC6	91	110	19253	7.693506493506494	0.9753522007033656	1.0	1.0
GOTERM_CC_DIRECT	GO:0005874~microtubule	6	5.555555555555555	0.017957222603241074	SPAG17, SPAG6, DNAH5, KIF21A, DNAI1, TTLL9	93	342	20795	3.922844746274288	0.9290358082421333	0.24457945047392313	0.2328530384648994
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	18	16.666666666666664	0.018427218871322974	SERPINB3, MUC16, SLC23A1, ITLN1, KRT5, MUC5B, CP, SEC14L3, MB, TSPAN6, ARMC3, KRT15, GSTA1, SCGB1A1, SAA1, PROM1, SLC27A2, LTF	93	2242	20795	1.7952001381255216	0.9338262088319472	0.24457945047392313	0.2328530384648994
GOTERM_MF_DIRECT	GO:0015226~carnitine transmembrane transporter activity	2	1.8518518518518516	0.018569118316591637	SLC22A4, SLC16A9	91	4	19253	105.78571428571429	0.9902422276412239	1.0	1.0
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	6	5.555555555555555	0.020748642418678312	GABRP, PTGFR, OXTR, LYPD6B, LPAR3, NTS	38	370	8534	3.6418207681365575	0.854700281851587	0.9648118724685415	0.9648118724685415
GOTERM_BP_DIRECT	GO:1902603~carnitine transmembrane transport	2	1.8518518518518516	0.02137978402285018	SLC22A4, SLC16A9	85	5	19478	91.66117647058825	0.9999961595368861	1.0	1.0
GOTERM_CC_DIRECT	GO:0097728~9+0 motile cilium	2	1.8518518518518516	0.021927926334289964	DNAH5, ENKUR	93	5	20795	89.44086021505377	0.9607223584521801	0.24894048818636297	0.2370049853281127
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	35	32.407407407407405	0.022165933879607663	SLC22A4, PTGFR, OXTR, ADH1C, SLC23A1, ALOX15, FRMPD2, LPAR3, ATP12A, DLL1, PTPRZ1, TSPAN6, SLITRK6, CLCA2, CHP2, SLC16A9, PROM1, ENPP5, CLCA4, PPP1R16B, SERPINB3, GABRP, SERPINB4, OSBPL6, MUC16, MUC5B, CP, CATSPERD, LYPD6B, CLDN8, CCDC81, FGFR3, SLC27A2, PTPN3, LTF	93	5597	20795	1.398262510062034	0.962093486569637	0.24894048818636297	0.2370049853281127
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	4	3.7037037037037033	0.023969967784054018	PTGFR, OXTR, SAA1, LPAR3	85	143	19478	6.409872480460716	0.999999167746857	1.0	1.0
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	4	3.7037037037037033	0.030556236357600085	CYP4X1, ALOX15, CYP2F1, LTF	91	145	19253	5.8364532019704445	0.999531092221165	1.0	1.0
GOTERM_BP_DIRECT	GO:0060042~retina morphogenesis in camera-type eye	2	1.8518518518518516	0.03399019729165431	PROM1, DLL1	85	8	19478	57.28823529411765	0.9999999978405417	1.0	1.0
GOTERM_BP_DIRECT	GO:0010466~negative regulation of peptidase activity	2	1.8518518518518516	0.03399019729165431	SERPINB3, SERPINB4	85	8	19478	57.28823529411765	0.9999999978405417	1.0	1.0
GOTERM_CC_DIRECT	GO:0031982~vesicle	4	3.7037037037037033	0.03632276884944439	SERPINB3, PACRG, MUC16, PROM1	93	164	20795	5.453710988722792	0.9954916947975119	0.37879458942992006	0.36063320500519785
GOTERM_BP_DIRECT	GO:0072006~nephron development	2	1.8518518518518516	0.03815788211098771	SIX2, DLL1	85	9	19478	50.92287581699347	0.9999999998218084	1.0	1.0
GOTERM_BP_DIRECT	GO:1902732~positive regulation of chondrocyte proliferation	2	1.8518518518518516	0.03815788211098771	SIX2, LTF	85	9	19478	50.92287581699347	0.9999999998218084	1.0	1.0
KEGG_PATHWAY	hsa00982:Drug metabolism - cytochrome P450	3	2.7777777777777777	0.039646822895149064	ADH1C, GSTA1, UGT2A1	38	73	8534	9.229271809661139	0.9758092168756874	1.0	1.0
GOTERM_CC_DIRECT	GO:0009925~basal plasma membrane	3	2.7777777777777777	0.040518146568292376	SLC22A4, SLC23A1, CLCA2	93	72	20795	9.316756272401435	0.9976156624042891	0.3943766265980458	0.3754681581995094
GOTERM_MF_DIRECT	GO:0097110~scaffold protein binding	3	2.7777777777777777	0.04251066744835764	KRT15, KRT5, DLL1	91	70	19253	9.067346938775511	0.9999781181413182	1.0	1.0
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	3	2.7777777777777777	0.04468740365241934	ALOX15, CHP2, RYR3	85	78	19478	8.813574660633485	0.9999999999965009	1.0	1.0
GOTERM_CC_DIRECT	GO:0036157~outer dynein arm	2	1.8518518518518516	0.04761438839634642	DNAH5, DNAI1	93	11	20795	40.654936461388075	0.9991933734108954	0.41345948476824457	0.3936360848136027
GOTERM_MF_DIRECT	GO:0005254~chloride channel activity	3	2.7777777777777777	0.04812606978833324	GABRP, CLCA2, CLCA4	91	75	19253	8.462857142857143	0.9999948817693991	1.0	1.0
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	7	6.481481481481481	0.048142542746987385	FHOD3, KRT15, AGBL2, FRMPD2, KIF21A, DNAI1, PTPN3	93	594	20795	2.635042178052931	0.9992561252141886	0.41345948476824457	0.3936360848136027
GOTERM_CC_DIRECT	GO:0160112~axonemal B tubule inner sheath	2	1.8518518518518516	0.05602736490474937	PACRG, ENKUR	93	13	20795	34.40033085194376	0.9997791623671585	0.4544441820051893	0.432655762320009
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	3	2.7777777777777777	0.06696699048552002	EHF, KRT15, GSTA1	85	98	19478	7.014885954381753	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	6	5.555555555555555	0.0703407832302412	SERPINB3, PTGFR, CHP2, DLL1, FGFR3, ISL1	85	512	19478	2.685386029411765	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	3	2.7777777777777777	0.07057290338469766	PTPRZ1, SLITRK6, ISL1	85	101	19478	6.806523005241701	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060384~innervation	2	1.8518518518518516	0.07487641795580847	SLITRK6, ISL1	85	18	19478	25.461437908496734	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030857~negative regulation of epithelial cell differentiation	2	1.8518518518518516	0.07487641795580847	SIX2, DLL1	85	18	19478	25.461437908496734	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0008206~bile acid metabolic process	2	1.8518518518518516	0.07487641795580847	UGT2A1, SLC27A2	85	18	19478	25.461437908496734	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043651~linoleic acid metabolic process	2	1.8518518518518516	0.08284606325828936	ALOX15, GSTA1	85	20	19478	22.91529411764706	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060271~cilium assembly	4	3.7037037037037033	0.0828749921526752	ERICH3, DNAH5, TEKT1, CCNO	85	237	19478	3.8675601886324147	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005229~intracellularly calcium-gated chloride channel activity	2	1.8518518518518516	0.08521600193775546	CLCA2, CLCA4	91	19	19253	22.270676691729324	0.9999999997209487	1.0	1.0
GOTERM_BP_DIRECT	GO:1902476~chloride transmembrane transport	3	2.7777777777777777	0.08559825000268007	GABRP, CLCA2, CLCA4	85	113	19478	6.083706402915148	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	34	31.48148148148148	0.08737304121207437	FHOD3, FANK1, PTGFR, SERPINB11, CAPSL, DNAH5, SLC23A1, FRMPD2, LPAR3, TEX26, SEC14L3, ERICH3, TEKT1, CHP2, ROPN1L, KIF21A, CYP2F1, DNAI1, PITX1, PPP1R16B, SERPINB3, CNTD1, DAW1, KRT5, ISL1, ENKUR, AGBL2, GSTA1, SCGB1A1, CCDC81, CCNO, TTLL9, PTPN3, LTF	93	6004	20795	1.2662346965822069	0.9999984047789814	0.6713928429980451	0.6392027751830704
GOTERM_BP_DIRECT	GO:0006883~intracellular sodium ion homeostasis	2	1.8518518518518516	0.0907478629732977	TMPRSS3, ATP12A	85	22	19478	20.832085561497326	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048665~neuron fate specification	2	1.8518518518518516	0.0907478629732977	DLL1, ISL1	85	22	19478	20.832085561497326	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	4	3.7037037037037033	0.09663215930940254	SPAG6, AGBL2, TEKT1, ENKUR	93	247	20795	3.621087458099343	0.9999996400556331	0.7054147629586385	0.6715935072003477
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	4	3.7037037037037033	0.09665405272402064	PTGFR, OXTR, FGFR3, RYR3	38	254	8534	3.536676336510568	0.9999131885028293	1.0	1.0
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	3	2.7777777777777777	0.09744101799792035	GSTA1, UGT2A1, CYP2F1	85	122	19478	5.634908389585342	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	3	2.7777777777777777	0.09744101799792035	MAP3K19, FGFR3, PTPN3	85	122	19478	5.634908389585342	1.0	1.0	1.0
